,System,Night,T_sececl,Tmid,Obs_start,Obs_end,Sunalt_start,Sunalt_mid,Sunalt_end,Airm_start,Airm_mid,Airm_end,Moon_dist,Timing,GoodCond,GoodCond_before,GoodCond_after
4530,WASP-121 b,2022-01-25,2459605.644499672,2459605.7532614563,2459605.6907610586,2459605.815761877,-46.45,-43.56,-31.91,1.06,1.23,1.65,98.95,After,True,5.11,2.1
4531,WASP-121 b,2022-01-30,2459610.7442422747,2459610.635480026,2459610.5729794116,2459610.6979806693,-27.34,-41.36,-47.99,1.09,1.03,1.1,114.95,Before,True,2.33,4.6
4532,WASP-121 b,2022-02-03,2459614.569063576,2459614.677826143,2459614.615325295,2459614.740327019,-38.26,-48.05,-47.51,1.03,1.08,1.28,102.03,After,True,3.39,3.33
4533,WASP-121 b,2022-02-04,2459615.8440068634,2459615.7352440916,2459615.6727431654,2459615.7977450406,-47.87,-48.27,-38.33,1.08,1.27,1.76,96.48,Before,True,4.78,1.88
4534,WASP-121 b,2022-02-12,2459623.4936931552,2459623.602456461,2459623.539955189,2459623.6649577627,-20.4,-37.41,-49.42,1.08,1.03,1.1,65.49,After,True,1.71,4.54
4535,WASP-121 b,2022-02-13,2459624.7686454174,2459624.659881899,2459624.597380551,2459624.722383274,-36.4,-49.07,-52.03,1.03,1.1,1.33,65.1,Before,True,3.1,3.1
4536,WASP-121 b,2022-02-17,2459628.5935092918,2459628.7022730964,2459628.6397715383,2459628.764774677,-46.98,-53.82,-48.38,1.08,1.28,1.79,75.5,After,True,4.18,1.82
4537,WASP-121 b,2022-02-26,2459637.518232948,2459637.626997396,2459637.5644954676,2459637.6894993507,-30.69,-47.17,-56.67,1.03,1.11,1.34,114.8,After,True,2.52,3.04
4538,WASP-121 b,2022-02-27,2459638.793198077,2459638.6844334505,2459638.6219314556,2459638.7469354663,-46.32,-56.71,-54.36,1.1,1.33,1.93,114.25,Before,True,3.92,1.59
4539,WASP-121 b,2022-03-08,2459647.717981094,2459647.6092159054,2459647.546713595,2459647.6717182416,-27.9,-45.99,-58.89,1.04,1.13,1.4,74.39,Before,True,2.27,2.81
4540,WASP-121 b,2022-03-12,2459651.5429018335,2459651.6516672145,2459651.589164751,2459651.7141696974,-41.67,-57.2,-62.29,1.11,1.35,1.97,65.28,After,True,3.36,1.53
4541,WASP-121 b,2022-03-21,2459660.4677444217,2459660.5765102,2459660.5140075074,2459660.6390129165,-20.77,-40.48,-57.76,1.04,1.14,1.42,100.45,After,True,1.72,2.74
4542,WASP-157 b,2021-06-27,2459393.653748897,2459393.5665253876,2459393.5040195254,2459393.6290312815,-26.71,-46.73,-67.08,1.05,1.17,1.58,117.62,Before,True,2.18,2.16
4543,WASP-157 b,2021-07-13,2459409.461760342,2459409.5489841825,2459409.48647804,2459409.611490352,-20.09,-40.09,-60.45,1.07,1.29,1.96,44.14,After,True,1.68,1.53
4544,WASP-157 b,2022-02-07,2459618.8954268238,2459618.8082194836,2459618.7457252136,2459618.870713788,-48.12,-36.68,-20.07,1.45,1.13,1.04,156.57,Before,True,2.53,1.64
4545,WASP-157 b,2022-02-11,2459622.8466973077,2459622.7594897076,2459622.696995248,2459622.8219841984,-51.64,-47.46,-34.23,1.92,1.28,1.07,109.7,Before,True,1.62,2.87
4546,WASP-157 b,2022-02-23,2459634.7005975214,2459634.787806171,2459634.725310914,2459634.8503014655,-55.32,-45.42,-28.92,1.29,1.07,1.05,47.09,After,True,3.09,2.35
4547,WASP-157 b,2022-02-27,2459638.6519320235,2459638.739141068,2459638.676645529,2459638.8016366423,-56.01,-55.4,-43.09,1.59,1.17,1.05,103.57,After,True,2.18,3.56
4548,WASP-157 b,2022-05-09,2459709.7800340126,2459709.692814977,2459709.630312326,2459709.7553176642,-67.58,-83.07,-68.31,1.04,1.14,1.5,50.24,Before,True,5.18,2.35
4549,WASP-157 b,2022-05-13,2459713.731835358,2459713.644615839,2459713.5821128446,2459713.707118871,-52.27,-72.5,-82.61,1.06,1.06,1.24,3.15,Before,True,4.05,3.25
4550,WASP-157 b,2022-05-17,2459717.6836591857,2459717.596439206,2459717.5339358835,2459717.658942568,-36.78,-57.19,-77.3,1.14,1.04,1.11,60.9,Before,True,2.92,4.14
4551,WASP-157 b,2022-05-21,2459721.6355046174,2459721.5482841986,2459721.4857805604,2459721.610787875,-21.48,-41.62,-62.04,1.3,1.08,1.05,118.34,Before,True,1.78,5.04
4552,WASP-157 b,2022-05-25,2459725.5873707533,2459725.6745916647,2459725.6120876204,2459725.737095741,-62.55,-82.59,-75.44,1.06,1.24,1.8,172.79,After,True,4.82,1.74
4553,K2-38 b,2021-05-29,2459364.6524741556,2459364.7581862886,2459364.695685671,2459364.820686939,-87.2,-68.85,-48.44,1.01,1.13,1.49,58.5,After,True,6.44,2.38
4554,K2-38 b,2021-06-02,2459368.66845473,2459368.562741984,2459368.5002410626,2459368.625242938,-26.37,-46.46,-66.86,1.68,1.2,1.03,108.51,Before,True,2.01,6.81
4555,K2-38 b,2021-06-02,2459368.66845473,2459368.774167582,2459368.7116665402,2459368.8366686534,-84.1,-63.87,-43.51,1.04,1.24,1.81,111.12,After,True,7.08,1.73
4556,K2-38 b,2021-06-06,2459372.684461709,2459372.5787482494,2459372.5162469083,2459372.641249625,-31.43,-51.59,-72.01,1.41,1.1,1.0,156.67,Before,True,2.54,6.16
4557,K2-38 b,2021-06-10,2459376.7004947737,2459376.59478061,2459376.532278855,2459376.657282402,-36.47,-56.69,-77.12,1.24,1.04,1.0,155.19,Before,True,2.92,5.52
4558,K2-38 b,2021-06-14,2459380.7165534133,2459380.6108385627,2459380.5483364016,2459380.673340761,-41.49,-61.77,-82.19,1.12,1.01,1.03,105.88,Before,True,3.29,4.87
4559,K2-38 b,2021-06-18,2459384.7326369258,2459384.6269214093,2459384.5644188537,2459384.689424002,-46.51,-66.85,-87.13,1.05,1.0,1.09,52.61,Before,True,3.67,4.22
4560,K2-38 b,2021-06-22,2459388.748744458,2459388.6430283007,2459388.5805253643,2459388.7055312735,-51.53,-71.92,-87.25,1.01,1.02,1.18,6.93,Before,True,4.04,3.57
4561,K2-38 b,2021-06-26,2459392.764875124,2459392.6591583514,2459392.5966550475,2459392.721661689,-56.56,-76.98,-82.3,1.0,1.07,1.32,65.36,Before,True,4.41,2.92
4562,K2-38 b,2021-06-30,2459396.781028093,2459396.675310728,2459396.612807071,2459396.7378144176,-61.61,-82.02,-77.18,1.01,1.14,1.54,118.45,Before,True,4.78,2.27
4563,K2-38 b,2021-07-04,2459400.79720247,2459400.691484542,2459400.6289805463,2459400.753988566,-66.68,-86.73,-72.0,1.05,1.27,1.89,166.41,Before,True,5.15,1.62
4564,K2-38 b,2022-03-26,2459665.849829838,2459665.744127626,2459665.681632928,2459665.806622353,-67.15,-63.29,-47.07,1.75,1.22,1.03,60.14,Before,True,1.89,3.68
4565,K2-38 b,2022-03-30,2459669.865431464,2459669.759728806,2459669.6972338487,2459669.822223796,-69.63,-60.82,-42.89,1.45,1.11,1.01,115.22,Before,True,2.52,3.34
4566,K2-38 b,2022-04-03,2459673.8810500177,2459673.775346872,2459673.712851628,2459673.83784215,-70.54,-57.48,-38.44,1.27,1.05,1.0,166.67,Before,True,3.16,2.99
4567,K2-38 b,2022-04-07,2459677.896686997,2459677.7909833263,2459677.7284877733,2459677.853478915,-69.71,-53.55,-33.82,1.15,1.01,1.02,145.06,Before,True,3.8,2.64
4568,K2-38 b,2022-04-11,2459681.912343705,2459681.806639478,2459681.7441435964,2459681.869135396,-67.36,-49.22,-29.08,1.07,1.0,1.07,96.43,Before,True,4.44,2.29
4569,K2-38 b,2022-04-15,2459685.9280212736,2459685.822316464,2459685.759820237,2459685.884812727,-63.94,-44.64,-24.3,1.02,1.01,1.15,42.8,Before,True,5.08,1.94
4570,K2-38 b,2022-04-19,2459689.943720697,2459689.838015281,2459689.7755186935,2459689.900511904,-59.85,-39.91,-19.5,1.0,1.05,1.27,15.41,Before,True,5.71,1.58
4571,K2-38 c,2021-05-31,2459366.469913895,2459366.571296992,2459366.5087962733,2459366.633797743,-29.09,-49.26,-69.68,1.64,1.18,1.02,83.09,After,True,2.08,6.73
4572,K2-38 c,2021-06-21,2459387.5925908703,2459387.69397746,2459387.631474585,2459387.756480367,-68.19,-88.27,-70.71,1.01,1.12,1.48,8.74,After,True,5.27,2.41
4573,K2-38 c,2021-07-12,2459408.7159126448,2459408.6145232376,2459408.552018679,2459408.67702783,-41.13,-61.5,-81.75,1.0,1.06,1.31,95.98,Before,True,3.26,2.94
4574,K2-38 c,2022-04-23,2459693.8625375936,2459693.7611605846,2459693.698663676,2459693.823657531,-78.27,-64.72,-44.91,1.1,1.0,1.04,71.18,Before,True,4.13,3.45
4575,K2-38 c,2022-05-25,2459725.544870362,2459725.6462524584,2459725.5837523546,2459725.7087525995,-53.28,-73.69,-84.13,1.2,1.03,1.01,132.99,After,True,3.47,5.34
4576,HD 3167 b,2021-07-17,2459413.9021490295,2459413.819170731,2459413.756676653,2459413.8816648414,-71.1,-50.68,-30.41,1.85,1.31,1.15,151.92,Before,True,1.74,2.41
4577,HD 3167 b,2021-07-21,2459417.7402886376,2459417.8232670575,2459417.7607728452,2459417.8857613043,-69.61,-49.2,-28.91,1.65,1.25,1.14,94.22,After,True,2.1,2.3
4578,HD 3167 b,2021-08-09,2459436.9311367655,2459436.8481569774,2459436.785661783,2459436.9106522095,-59.71,-39.37,-19.01,1.2,1.15,1.3,149.47,Before,True,3.94,1.55
4579,HD 3167 b,2021-08-10,2459437.89068766,2459437.8077078154,2459437.745212579,2459437.87020309,-72.0,-52.44,-32.03,1.35,1.16,1.18,162.14,Before,True,3.04,2.51
4580,HD 3167 b,2021-08-11,2459438.850239537,2459438.767259635,2459438.704764354,2459438.829754953,-80.05,-65.19,-45.12,1.64,1.24,1.14,173.67,Before,True,2.13,3.47
4581,HD 3167 b,2021-08-14,2459441.728901259,2459441.8118814114,2459441.749385893,2459441.8743769685,-69.96,-50.47,-30.07,1.28,1.15,1.22,141.3,After,True,3.4,2.37
4582,HD 3167 b,2021-08-15,2459442.6884572566,2459442.7714374755,2459442.7089419076,2459442.8339330805,-78.48,-63.16,-43.14,1.5,1.2,1.15,127.8,After,True,2.49,3.33
4583,HD 3167 b,2021-08-16,2459443.648014325,2459443.730994615,2459443.6684989943,2459443.7934902697,-74.58,-74.31,-56.04,1.95,1.34,1.16,114.22,After,True,1.59,4.29
4584,HD 3167 b,2021-09-02,2459460.9202402527,2459460.83725792,2459460.774760806,2459460.8997550695,-57.82,-38.45,-18.11,1.15,1.26,1.72,106.02,Before,True,5.25,1.49
4585,HD 3167 b,2021-09-03,2459461.8798203818,2459461.7968379534,2459461.734340772,2459461.8593351743,-67.89,-50.95,-31.08,1.17,1.17,1.38,118.16,Before,True,4.35,2.44
4586,HD 3167 b,2021-09-04,2459462.839401891,2459462.756419369,2459462.6939221183,2459462.81891666,-72.0,-62.31,-43.82,1.27,1.15,1.22,130.58,Before,True,3.45,3.4
4587,HD 3167 b,2021-09-05,2459463.798984796,2459463.7160021807,2459463.653504859,2459463.7784995413,-66.68,-70.27,-55.88,1.48,1.19,1.15,143.28,Before,True,2.54,4.35
4588,HD 3167 b,2021-09-06,2459464.75856911,2459464.6755864006,2459464.6130890055,2459464.7380838324,-56.11,-70.11,-66.05,1.92,1.33,1.15,156.19,Before,True,1.64,5.3
4589,HD 3167 b,2021-09-07,2459465.7181548476,2459465.801137723,2459465.738640153,2459465.863635331,-65.58,-48.57,-28.75,1.15,1.2,1.49,170.99,After,True,4.71,2.27
4590,HD 3167 b,2021-09-08,2459466.6777420198,2459466.760724991,2459466.698227349,2459466.8232226735,-70.46,-59.91,-41.45,1.22,1.15,1.27,172.51,After,True,3.81,3.23
4591,HD 3167 b,2021-09-09,2459467.637330637,2459467.720313707,2459467.657815991,2459467.7828114624,-66.48,-68.16,-53.47,1.38,1.17,1.17,159.94,After,True,2.91,4.18
4592,HD 3167 b,2021-09-10,2459468.5969207077,2459468.6799038793,2459468.617406088,2459468.742401709,-56.66,-69.17,-63.7,1.7,1.26,1.15,146.45,After,True,2.0,5.13
4593,HD 3167 b,2021-09-27,2459485.869796318,2459485.78681065,2459485.724311023,2459485.849310312,-60.58,-46.77,-28.21,1.16,1.35,1.98,76.92,Before,True,5.68,1.51
4594,HD 3167 b,2021-09-28,2459486.8294150117,2459486.7464292287,2459486.6839295197,2459486.808928976,-62.71,-56.29,-40.19,1.15,1.2,1.51,88.34,Before,True,4.78,2.41
4595,HD 3167 b,2021-09-29,2459487.789035278,2459487.7060493836,2459487.6435495936,2459487.768549214,-58.1,-61.78,-50.88,1.21,1.15,1.28,99.92,Before,True,3.87,3.32
4596,HD 3167 b,2021-09-30,2459488.748657123,2459488.6656711195,2459488.6031712475,2459488.728171032,-48.95,-60.84,-58.84,1.36,1.16,1.18,111.73,Before,True,2.97,4.22
4597,HD 3167 b,2021-10-01,2459489.7082805526,2459489.6252944404,2459489.5627944847,2459489.687794435,-37.59,-53.95,-61.62,1.67,1.25,1.14,123.83,Before,True,2.07,5.12
4598,HD 3167 b,2021-10-02,2459490.66790557,2459490.7508918634,2459490.688391719,2459490.813392045,-61.23,-53.91,-37.73,1.14,1.25,1.66,138.45,After,True,5.15,2.04
4599,HD 3167 b,2021-10-03,2459491.6275321776,2459491.71051858,2459491.6480183536,2459491.7730188468,-57.6,-59.84,-48.44,1.18,1.16,1.36,151.26,After,True,4.24,2.95
4600,HD 3167 b,2021-10-04,2459492.587160377,2459492.6701468895,2459492.6076465803,2459492.732647239,-49.16,-59.8,-56.61,1.29,1.15,1.21,164.25,After,True,3.34,3.85
4601,HD 3167 b,2021-10-05,2459493.5467901686,2459493.629776793,2459493.5672764005,2459493.692277225,-38.22,-53.79,-60.04,1.52,1.2,1.15,175.14,After,True,2.44,4.75
4602,HD 3167 b,2021-10-06,2459494.50642155,2459494.5894082896,2459494.5269078114,2459494.6519088047,-26.07,-44.11,-57.19,1.99,1.35,1.16,166.65,After,True,1.53,5.66
4603,HD 3167 b,2021-10-23,2459511.780051781,2459511.697062503,2459511.63456016,2459511.759564883,-49.36,-53.23,-45.1,1.15,1.26,1.7,60.46,Before,True,4.55,1.96
4604,HD 3167 b,2021-10-24,2459512.7397122853,2459512.6567229023,2459512.5942204837,2459512.719225361,-41.21,-51.79,-51.23,1.17,1.17,1.38,71.76,Before,True,3.57,2.86
4605,HD 3167 b,2021-10-25,2459513.6993742725,2459513.616384788,2459513.553882294,2459513.678887322,-30.77,-45.64,-52.72,1.27,1.15,1.22,83.07,Before,True,2.59,3.76
4606,HD 3167 b,2021-10-26,2459514.6590377362,2459514.5760481525,2459514.5135455825,2459514.6385507616,-19.06,-36.38,-49.05,1.49,1.2,1.15,94.45,Before,True,1.61,4.67
4607,HD 3167 b,2021-10-27,2459515.618702669,2459515.701692422,2459515.6391896727,2459515.7641952066,-48.84,-51.66,-42.99,1.15,1.33,1.93,107.96,After,True,4.61,1.59
4608,HD 3167 b,2021-10-28,2459516.578369063,2459516.661358914,2459516.5988560906,2459516.723861776,-41.27,-50.89,-49.41,1.15,1.19,1.49,119.71,After,True,3.63,2.49
4609,HD 3167 b,2021-10-29,2459517.5380369085,2459517.6210268564,2459517.55852396,2459517.6835297924,-31.22,-45.4,-51.45,1.22,1.15,1.27,131.73,After,True,2.65,3.39
4610,HD 3167 b,2021-10-30,2459518.4977061963,2459518.580696241,2459518.518193272,2459518.6431992496,-19.77,-36.62,-48.46,1.38,1.17,1.17,144.07,After,True,1.66,4.29
4611,HD 3167 b,2021-11-18,2459537.6913705785,2459537.6083782376,2459537.5458735875,2459537.6708829245,-23.94,-38.1,-45.5,1.15,1.21,1.52,44.35,Before,True,2.05,2.38
4612,HD 3167 b,2021-11-22,2459541.530160405,2459541.613153074,2459541.5506481286,2459541.6756580546,-24.42,-38.08,-44.78,1.14,1.25,1.68,91.63,After,True,2.1,2.01
4613,HD 3167 c,2021-08-11,2459438.9110490293,2459438.762240679,2459438.6997454003,2459438.8247359935,-80.19,-66.74,-46.75,1.7,1.26,1.15,173.63,Before,True,2.01,3.59
4614,HD 3167 c,2021-10-10,2459498.58573228,2459498.734554043,2459498.6720530414,2459498.7970550824,-57.75,-54.08,-39.99,1.15,1.27,1.73,106.69,After,True,5.28,1.91
4615,KELT-17 b,2021-12-28,2459577.8481340683,2459577.7271284764,2459577.6646313835,2459577.789625608,-40.8,-41.11,-32.45,1.71,1.34,1.28,90.38,Before,True,2.06,2.98
4616,KELT-17 b,2022-01-25,2459605.5690530227,2459605.6900642477,2459605.627564171,2459605.752564364,-38.9,-46.42,-43.65,1.42,1.28,1.37,99.57,After,True,3.0,3.29
4617,KELT-17 b,2022-02-03,2459614.809655147,2459614.6886418494,2459614.6261407766,2459614.7511429624,-40.51,-48.78,-46.28,1.34,1.28,1.47,129.55,Before,True,3.56,2.73
4618,KELT-17 b,2022-03-03,2459642.5323105175,2459642.6533290227,2459642.5908251856,2459642.7158328956,-39.53,-54.2,-58.8,1.27,1.37,1.84,122.34,After,True,3.24,1.74
4619,WASP-118 b,2021-08-08,2459435.9470238187,2459435.7983254893,2459435.735830921,2459435.860820092,-75.03,-55.77,-35.36,1.68,1.24,1.13,126.85,Before,True,2.03,2.76
4620,WASP-118 b,2021-08-12,2459439.9927262007,2459439.8440273036,2459439.781532499,2459439.9065221464,-60.55,-40.3,-19.9,1.27,1.13,1.19,177.73,Before,True,3.39,1.62
4621,WASP-118 b,2021-09-26,2459484.4966968545,2459484.645404188,2459484.5829057577,2459484.707902654,-44.22,-59.32,-62.83,1.96,1.33,1.14,54.4,After,True,1.57,5.67
4622,WASP-118 b,2021-09-30,2459488.5426550405,2459488.6913634157,2459488.6288645416,2459488.75386233,-54.97,-62.0,-53.98,1.36,1.15,1.15,103.16,After,True,2.94,4.39
4623,WASP-118 b,2021-10-04,2459492.5886405157,2459492.7373499693,2459492.6748506385,2459492.79984934,-60.1,-55.81,-41.0,1.16,1.14,1.33,156.87,After,True,4.3,3.02
4624,WASP-118 b,2021-10-08,2459496.6346537727,2459496.7833643244,2459496.7208645316,2459496.845864153,-56.79,-44.21,-26.4,1.14,1.3,1.88,144.11,After,True,5.67,1.66
4625,WASP-118 b,2021-10-20,2459508.7728614807,2459508.624147863,2459508.561646877,2459508.686648889,-33.86,-48.48,-54.52,1.45,1.17,1.13,14.68,Before,True,2.63,4.69
4626,WASP-118 b,2021-10-24,2459512.8189862976,2459512.670271601,2459512.607770159,2459512.7327730833,-44.18,-52.75,-49.51,1.18,1.13,1.27,62.92,Before,True,3.89,3.32
4627,WASP-118 b,2021-10-28,2459516.8651385466,2459516.7164227953,2459516.653920901,2459516.778924727,-50.26,-50.21,-39.5,1.13,1.25,1.7,111.55,Before,True,4.95,1.95
4628,WASP-130 b,2021-06-09,2459375.722488103,2459375.596369971,2459375.533866531,2459375.6588734393,-37.01,-57.25,-77.67,1.05,1.1,1.28,133.67,Before,True,2.96,3.4
4629,WASP-130 b,2022-02-18,2459629.845997241,2459629.71989637,2459629.657401478,2459629.782391282,-50.33,-53.87,-45.27,1.88,1.33,1.11,49.65,Before,True,1.71,3.92
4630,WASP-130 b,2022-03-13,2459652.9462895524,2459652.8201861447,2459652.7576900036,2459652.8826823146,-56.85,-40.91,-21.73,1.06,1.07,1.21,94.16,Before,True,5.63,1.75
4631,WASP-130 b,2022-03-25,2459664.496632482,2459664.622737387,2459664.5602404554,2459664.6852343422,-36.52,-55.0,-67.08,1.9,1.34,1.12,69.71,After,True,1.67,6.59
4632,WASP-130 b,2022-04-17,2459687.5978299836,2459687.723938954,2459687.6614399995,2459687.786437939,-71.92,-73.3,-56.23,1.06,1.07,1.21,31.98,After,True,5.61,3.83
4633,WASP-130 b,2022-05-10,2459710.699785902,2459710.573672707,2459710.5111717195,2459710.636173724,-28.89,-49.28,-69.54,1.27,1.09,1.05,62.46,Before,True,2.33,5.93
4634,WASP-131 b,2022-03-13,2459652.678543537,2459652.806945709,2459652.7444500425,2459652.8694414096,-59.3,-44.69,-25.92,1.06,1.01,1.08,94.1,After,True,4.67,2.07
4635,WASP-131 b,2022-03-29,2459668.643665639,2459668.772070475,2459668.7095735115,2459668.8345674737,-68.96,-57.42,-38.9,1.05,1.01,1.1,122.34,After,True,4.88,3.03
4636,WASP-131 b,2022-04-03,2459673.965450565,2459673.837044581,2459673.7745471178,2459673.899542074,-57.71,-38.7,-18.45,1.02,1.15,1.53,159.26,Before,True,6.77,1.51
4637,WASP-131 b,2022-04-14,2459684.6091481466,2459684.7375560915,2459684.675057614,2459684.8000546047,-73.52,-69.61,-51.63,1.03,1.01,1.13,39.41,After,True,5.1,3.96
4638,WASP-131 b,2022-04-19,2459689.931063296,2459689.8026541295,2459689.7401551157,2459689.865153172,-70.02,-51.33,-31.05,1.03,1.19,1.62,40.82,Before,True,6.99,2.11
4639,WASP-131 b,2022-04-30,2459700.5750289937,2459700.703440229,2459700.64094015,2459700.7659403435,-69.61,-80.06,-64.07,1.02,1.02,1.16,161.23,After,True,5.33,3.77
4640,WASP-131 b,2022-05-05,2459705.897080652,2459705.7686681803,2459705.7061675563,2459705.8311688327,-81.03,-63.69,-43.38,1.04,1.23,1.74,113.61,Before,True,6.97,1.87
4641,WASP-131 b,2022-05-16,2459716.541318099,2459716.6697325744,2459716.6072309185,2459716.7322342647,-60.66,-80.38,-76.21,1.01,1.03,1.2,34.39,After,True,4.67,3.53
4642,WASP-131 b,2022-05-21,2459721.8635022063,2459721.7350865733,2459721.6725844075,2459721.797588765,-81.71,-75.77,-55.46,1.06,1.28,1.89,102.9,Before,True,6.26,1.63
4643,WASP-132 b,2021-05-27,2459362.5727919806,2459362.6856056307,2459362.623104212,2459362.7481070757,-66.19,-85.74,-72.01,1.08,1.14,1.37,47.3,After,True,5.09,3.11
4644,WASP-132 b,2021-06-03,2459369.7065072176,2459369.593692461,2459369.5311904815,2459369.65619447,-36.26,-56.53,-76.95,1.15,1.08,1.12,123.56,Before,True,2.9,4.86
4645,WASP-132 b,2022-02-22,2459633.6503315517,2459633.7631329508,2459633.7006383264,2459633.8256275947,-55.6,-50.17,-35.68,1.71,1.28,1.11,29.98,After,True,2.09,2.93
4646,WASP-132 b,2022-03-08,2459647.9162042714,2459647.8034019177,2459647.740906806,2459647.8658970557,-58.21,-44.65,-26.34,1.22,1.09,1.09,147.89,Before,True,3.97,2.11
4647,WASP-132 b,2022-04-13,2459683.581635031,2459683.6944415234,2459683.6319440724,2459683.756939003,-63.17,-74.87,-64.41,1.26,1.1,1.08,66.75,After,True,3.71,4.99
4648,WASP-132 b,2022-04-20,2459690.714901202,2459690.602093621,2459690.539595612,2459690.664591654,-35.57,-55.76,-73.51,1.77,1.31,1.12,44.86,Before,True,1.96,7.25
4649,WASP-132 b,2022-04-20,2459690.714901202,2459690.827708875,2459690.765210768,2459690.8902070047,-63.11,-43.34,-22.94,1.11,1.27,1.66,47.23,After,True,7.37,1.84
4650,WASP-132 b,2022-04-27,2459697.848237489,2459697.735428678,2459697.6729299906,2459697.7979273936,-77.27,-72.74,-53.59,1.09,1.09,1.23,126.62,Before,True,5.62,3.9
4651,WASP-139 b,2021-08-29,2459456.8972537164,2459456.7896471643,2459456.727149845,2459456.8521445068,-71.06,-54.43,-34.53,1.62,1.22,1.07,64.5,Before,True,2.25,2.7
4652,WASP-139 b,2021-09-16,2459474.6693956484,2459474.777003474,2459474.714505374,2459474.8395016007,-66.18,-52.96,-34.22,1.34,1.11,1.04,80.45,After,True,3.12,2.69
4653,WASP-139 b,2021-09-22,2459480.593494638,2459480.7011029474,2459480.6386045692,2459480.7636013473,-59.14,-64.87,-54.49,1.89,1.33,1.11,53.34,After,True,1.69,4.41
4654,WASP-139 b,2021-11-20,2459539.8362242184,2459539.7286099237,2459539.6661081095,2459539.791111765,-44.81,-43.0,-32.27,1.04,1.1,1.32,70.98,Before,True,4.91,2.84
4655,WASP-139 b,2021-11-26,2459545.760671813,2459545.653057039,2459545.5905549494,2459545.7155591566,-32.95,-42.6,-43.16,1.1,1.04,1.11,111.9,Before,True,3.0,4.61
4656,WASP-139 b,2021-12-08,2459557.6096471767,2459557.7172628674,2459557.6547601977,2459557.77976556,-40.86,-41.65,-33.32,1.06,1.21,1.59,71.38,After,True,4.37,2.28
4657,WASP-139 b,2021-12-14,2459563.534170007,2459563.641786038,2459563.57928317,2459563.7042889325,-27.8,-38.87,-41.94,1.05,1.07,1.22,55.18,After,True,2.49,3.7
4658,WASP-140 b,2021-09-06,2459464.724569742,2459464.8047252004,2459464.7422296046,2459464.867220825,-65.13,-47.74,-27.82,1.65,1.18,1.02,112.59,After,True,2.06,2.2
4659,WASP-140 b,2021-09-17,2459475.903744516,2459475.8235884523,2459475.7610924263,2459475.8860845123,-56.83,-38.93,-19.02,1.25,1.04,1.01,86.66,Before,True,3.23,1.56
4660,WASP-140 b,2021-09-26,2459484.847145962,2459484.7669893634,2459484.7044929178,2459484.82948584,-63.08,-52.29,-34.62,1.47,1.12,1.01,45.74,Before,True,2.46,2.75
4661,WASP-140 b,2021-10-05,2459493.7906157905,2459493.710458542,2459493.6479615876,2459493.7729555257,-56.96,-59.06,-47.79,1.87,1.26,1.04,127.16,Before,True,1.69,3.94
4662,WASP-140 b,2021-10-23,2459511.677806648,2459511.7579655247,2459511.695467262,2459511.8204638246,-53.29,-45.43,-30.1,1.11,1.01,1.04,44.2,After,True,4.01,2.48
4663,WASP-140 b,2021-11-01,2459520.6215444626,2459520.701704223,2459520.6392052714,2459520.7642032113,-47.36,-50.05,-41.65,1.24,1.04,1.01,123.12,After,True,3.25,3.69
4664,WASP-140 b,2021-11-03,2459522.857494891,2459522.777334803,2459522.7148356405,2459522.839834001,-48.51,-38.38,-22.42,1.02,1.02,1.19,138.55,Before,True,5.2,1.85
4665,WASP-140 b,2021-11-10,2459529.565385764,2459529.6455464545,2459529.583046778,2459529.7080461644,-34.67,-45.6,-47.08,1.46,1.12,1.01,93.32,After,True,2.49,4.93
4666,WASP-140 b,2021-11-12,2459531.801362596,2459531.721201576,2459531.658701689,2459531.7837015,-46.29,-45.49,-35.12,1.07,1.0,1.08,72.2,Before,True,4.44,3.09
4667,WASP-140 b,2021-11-19,2459538.509333268,2459538.589494897,2459538.5269944896,2459538.651995335,-18.71,-34.13,-43.99,1.84,1.25,1.04,42.2,After,True,1.58,6.19
4668,WASP-140 b,2021-11-21,2459540.7453366253,2459540.665174673,2459540.6026740596,2459540.727675324,-36.38,-44.53,-42.92,1.16,1.02,1.02,54.71,Before,True,3.37,4.36
4669,WASP-140 b,2021-11-30,2459549.689416468,2459549.609253595,2459549.5467522615,2459549.6717549637,-22.02,-35.85,-43.14,1.32,1.07,1.0,135.07,Before,True,1.89,5.66
4670,WASP-140 b,2021-11-30,2459549.689416468,2459549.7695794017,2459549.707077976,2459549.8320808583,-43.07,-35.6,-21.67,1.03,1.2,1.71,136.07,After,True,5.74,1.81
4671,WASP-140 b,2021-12-09,2459558.6335997297,2459558.713763548,2459558.651261432,2459558.7762656976,-40.42,-41.8,-33.96,1.0,1.09,1.39,74.97,After,True,4.27,2.67
4672,WASP-140 b,2021-12-18,2459567.577880166,2459567.6580447974,2459567.5955420476,2459567.720547583,-30.87,-40.32,-41.11,1.01,1.03,1.2,52.74,After,True,2.84,3.41
4673,WASP-140 b,2021-12-29,2459578.7583543467,2459578.678188719,2459578.6156852315,2459578.740692237,-34.25,-41.75,-40.0,1.01,1.15,1.56,140.82,Before,True,3.24,2.21
4674,WASP-140 b,2022-01-07,2459587.70281978,2459587.622653547,2459587.5601495905,2459587.6851575365,-22.08,-35.76,-42.85,1.0,1.06,1.31,60.12,Before,True,1.89,2.95
