pl_name,pl_bmassj,pl_eqt,pl_imppar,pl_orbeccen,pl_orbincl,pl_orblper,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_projobliq,pl_radj,pl_trandep,pl_trandur,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,ra,dec,sy_hmag,sy_jmag,sy_kmag,sy_vmag,st_logg,st_mass,st_met,st_rad,st_radv,st_teff,st_vsin
"K2-57 b",0.01590,,0.3100,,,,9.00630000,0.00130000,-0.00130000,0.074600,,0.187,0.125400,2.2900000,2456984.336000,0.004800,-0.004800,342.6918241,-14.0700007,11.7610000,12.3500000,11.6450000,14.4140000,4.68,0.68,,0.62,,4434.00,
"KOI-142 c",0.67400,,,0.057240,93.150,270.7600,22.26492000,0.00067000,-0.00067000,0.155250,,1.250,,,,,,291.1481028,40.6694130,11.5170000,11.8820000,11.4540000,13.2090000,4.53,0.99,0.270,0.90,-20.45,5466.00,1.8000
"K2-86 b",0.01420,,,,88.560,,8.77683000,0.00098000,-0.00098000,0.077000,,0.175,0.086500,2.7500000,2457070.017300,0.003600,-0.003600,51.5531053,18.6355718,11.0030000,11.4400000,10.9270000,13.0410000,4.58,0.79,-0.350,0.76,122.52,5482.00,
"KELT-16 b",2.75000,2.45300000000e+03,0.3200,0.000000,84.400,,0.96899510,0.00000240,-0.00000240,0.020440,,1.415,1.146000,2.4888000,2457247.247910,0.000190,-0.000190,314.2685227,31.6610186,10.6920000,10.9280000,10.6420000,11.7170000,4.25,1.21,-0.002,1.36,-29.70,6236.00,7.6000
"HAT-P-6 b",1.32000,1.67500000000e+03,0.6020,0.000000,85.510,94.1000,3.85298000,0.00000500,-0.00000500,0.052390,165.00,1.480,0.870000,3.5064000,2455260.929940,0.000210,-0.000210,354.7740917,42.4659866,9.4400000,9.5580000,9.3130000,10.4690000,4.22,1.79,-0.130,1.62,-22.70,6570.00,7.8000
"K2-148 c",0.01150,,,,,,6.92260000,0.00070000,-0.00070000,0.061600,,0.154,0.053700,2.0304000,2457387.727770,0.004580,-0.004580,14.5176494,-0.1932580,10.4570000,11.0820000,10.2920000,13.6270000,4.65,0.65,-0.110,0.63,1.52,4079.00,
"K2-174 b",0.02290,4.55000000000e+02,0.0200,,89.950,,19.56230700,0.00007800,-0.00007600,0.126000,,0.232,0.135000,5.8080000,2457083.779170,0.000950,-0.000940,60.7929729,16.3471660,9.6490000,10.2310000,9.4960000,12.4560000,4.62,0.70,0.113,0.68,-0.67,4455.00,
"K2-25 b",0.03660,,0.6000,0.270000,88.300,62.0000,3.48455200,0.00003100,-0.00003700,,,0.306,0.660000,0.7900000,2457062.579350,0.000490,-0.000240,63.2739346,15.2477027,10.7320000,11.3030000,10.4440000,16.2100000,4.94,0.29,0.150,0.30,38.64,3180.00,7.8000
"K2-253 b",,1.23800000000e+03,0.3400,,,,4.00167000,0.00013000,-0.00013000,0.050600,,1.130,,,2457583.999300,0.001300,-0.001400,186.0853062,-6.3789537,13.0970000,13.4920000,12.9470000,15.0020000,4.39,1.08,0.000,1.10,,6027.00,
"Kepler-512 b",0.02420,6.52000000000e+02,0.8110,0.000000,89.980,,34.43587975,0.00008258,-0.00008258,0.219400,,0.240,0.041970,5.8266000,2455026.039130,0.001650,-0.001650,298.2689217,48.9167391,11.3470000,11.6170000,11.3150000,12.7280000,4.28,1.17,0.220,1.30,-28.55,5997.00,
"Kepler-59 b",0.00430,8.64000000000e+02,0.8390,0.000000,86.930,,11.86817070,0.00036000,-0.00036000,0.104000,,0.098,0.010190,5.9770000,2454970.747670,0.011000,-0.011000,287.0394932,46.6401677,12.9740000,13.2530000,12.9280000,14.4670000,4.51,1.04,0.020,0.94,,6074.00,
"Kepler-603 d",0.00724,1.09800000000e+03,0.9400,0.000000,88.140,,6.21712920,0.00004234,-0.00004234,0.066600,,0.118,0.021120,3.7010000,2454964.721640,0.005660,-0.005660,294.2809679,42.2909295,13.2820000,13.6010000,13.2140000,14.9690000,4.43,1.01,0.030,1.01,,5808.00,
"Kepler-435 b",0.84000,1.72900000000e+03,0.4480,0.114000,85.510,104.0000,8.60015360,0.00000180,-0.00000180,0.094800,,1.990,0.451020,9.0030000,2455010.642410,0.000400,-0.000400,292.2873012,43.1972542,12.3450000,12.5930000,12.2910000,13.7040000,3.61,1.54,-0.180,3.21,-26.37,6161.00,6.0000
"Kepler-647 c",0.04760,6.44000000000e+02,0.7240,0.000000,89.960,,29.66630000,,,0.182700,,0.357,0.066800,8.4120000,2455022.370190,0.001560,-0.001560,284.7882977,44.5916225,12.5850000,12.8980000,12.6110000,14.0670000,4.09,1.07,-0.415,1.55,,5906.74,
"Kepler-658 b",0.01040,8.71000000000e+02,0.0873,0.000000,89.980,,1.28707676,0.00000119,-0.00000119,0.018800,,0.145,0.072940,1.5086000,2455002.815442,0.000739,-0.000739,282.9836210,47.5783897,12.7270000,13.4410000,12.6270000,16.4400000,4.68,0.63,-0.040,0.60,,4103.00,
"HD 187085 b",0.83600,,,0.251000,,98.3150,1019.74000000,21.29000000,-22.58000000,2.100000,,1.240,,,,,,297.3915731,-37.7809929,5.9510000,6.1900000,5.8760000,7.2200000,4.28,1.19,0.120,1.27,15.38,6117.00,5.1000
"Gl 686 b",0.02084,3.79000000000e+02,,0.050000,,197.0620,15.53000000,0.00110000,-0.00110000,0.091000,,0.220,,,2450606.800000,1.800000,-2.300000,264.4764878,18.5959509,5.7900000,6.3600000,5.5720000,9.6200000,4.87,0.43,-0.230,0.43,-10.09,3656.00,2.4900
"EPIC 211822797 b",0.01370,4.31000000000e+02,0.3800,0.060000,89.730,0.0000,21.17019630,0.00006620,-0.00006420,0.119500,,0.171,0.104100,3.5760000,2457144.405257,0.002203,-0.002253,130.4102091,17.6399744,11.6050000,12.2770000,11.4290000,15.1330000,4.70,0.62,0.200,0.58,34.85,4057.00,2.6000
"Gl 49 b",0.01771,,,0.363000,,43.0000,13.85080000,0.00530000,-0.00510000,0.090500,,0.200,,,,,,15.6687321,62.3454386,5.5820000,6.2300000,5.3710000,9.5600000,4.69,0.52,0.130,0.51,-5.78,3805.00,2.0000
"HATS-56 b",0.60200,1.90200000000e+03,0.6900,0.019000,83.290,,4.32479900,0.00002700,-0.00002700,0.060430,,1.688,,4.6416000,2457788.002900,0.001200,-0.001200,180.1650720,-45.7994559,10.3250000,10.5140000,10.2510000,11.4770000,3.95,1.57,0.190,2.20,35.15,6536.00,6.4900
"Kepler-881 b",0.01200,1.21700000000e+03,0.8847,0.000000,74.940,,4.44448017,0.00002530,-0.00002530,0.055200,,0.159,0.016300,3.3500000,2454966.462630,0.004340,-0.004340,288.9925529,46.6706513,13.8400000,14.1200000,13.7140000,15.2810000,4.39,1.06,0.000,1.09,,5961.00,
"Kepler-890 b",0.18400,5.40000000000e+02,0.0728,0.000000,89.680,,52.75875577,0.00003345,-0.00003345,0.294400,,0.793,0.580580,6.6068000,2454989.306750,0.000534,-0.000534,288.4357180,43.7634712,13.8080000,14.0570000,13.6650000,15.2350000,4.37,1.09,0.090,1.13,,5954.00,
"TRAPPIST-1 d",0.00122,2.88000000000e+02,0.0630,0.008370,89.896,-8.7300,4.04921900,0.00002600,-0.00002600,0.022270,,0.070,0.367600,0.8145000,2457257.067680,0.000670,-0.000670,346.6263919,-5.0434618,10.7180000,11.3540000,10.2960000,17.0200000,5.24,0.09,0.040,0.12,,2566.00,
"V830 Tau b",0.70000,,,0.000000,55.000,,4.92700000,0.00800000,-0.00800000,0.057000,,1.250,,,,,,68.2918259,24.5619241,8.6130000,9.3250000,8.4220000,12.2300000,,1.00,-0.080,2.00,13.45,4250.00,30.5000
"Kepler-981 b",0.01870,1.10300000000e+03,0.0062,0.000000,88.320,,4.46975774,0.00000586,-0.00000586,0.053500,,0.206,0.059280,1.8062000,2454964.843660,0.001120,-0.001120,289.2489051,47.6501141,13.2720000,13.5740000,13.1690000,14.8750000,4.47,0.98,0.010,0.96,,5718.00,
"OGLE-2007-BLG-368L b",0.06000,,,,,,,,,2.800000,,0.421,,,,,,269.1081670,-32.2374167,,,,17.7100000,,0.64,,,,,
"K2-256 b",0.02330,8.45000000000e+02,0.4200,,,,5.52011000,0.00239000,-0.00289000,0.057800,,0.235,,,2457586.524700,0.020200,-0.019100,186.2270991,-2.0660477,12.9120000,13.3500000,12.8200000,14.9540000,4.58,0.84,-0.100,0.78,,5219.00,
"K2-147 b",0.00780,,,,,,0.96191700,0.00002600,-0.00002600,0.015900,,0.123,0.065400,1.0296000,2457301.946160,0.001250,-0.001250,293.8330329,-28.4984750,10.1860000,10.8350000,9.9970000,14.0440000,4.72,0.58,0.190,0.55,-24.15,3672.00,
"K2-293 b",0.02070,7.50000000000e+02,0.4700,,88.800,,13.12250000,0.00110000,-0.00120000,,,0.219,,3.9800000,2457749.134700,0.003500,-0.003200,351.6064952,-6.0279068,11.5650000,11.9590000,11.5440000,13.4400000,4.52,0.96,0.218,0.95,,5532.00,
"K2-42 b",0.01660,,0.0000,,,,6.68796000,0.00093000,-0.00093000,0.061700,,0.192,0.104200,3.0400000,2456814.676300,0.005200,-0.005200,176.6657559,-5.1720463,12.3980000,12.9820000,12.2840000,15.0060000,4.66,0.70,,0.64,,4613.00,
"KMT-2017-BLG-1038L b",2.00000,,,,,,,,,1.800000,,1.190,,,,,,266.1709170,-25.1430306,,,,,,0.37,,,,,
"KOI-55 b",0.00140,,,,65.000,,0.24010400,0.00000400,-0.00000400,0.006000,,0.068,,,,,,296.3561853,41.0927315,15.5930000,15.3560000,15.4950000,15.1540000,5.52,0.50,-0.106,0.20,,27730.00,
"Kepler-607 b",0.00186,1.87400000000e+03,0.2775,0.000000,88.690,,0.63816320,0.00000168,-0.00000168,0.013500,,0.078,0.010970,1.1839000,2454964.749090,0.002350,-0.002350,291.0571451,44.6323060,12.4980000,12.9650000,12.4260000,14.6720000,4.56,0.84,-0.020,0.80,,5196.00,
"Kepler-58 b",0.11170,9.20000000000e+02,0.7790,0.000000,88.760,,10.21849540,0.00015000,-0.00015000,0.092700,,0.248,0.044530,4.3967000,2454969.870480,0.005600,-0.005600,296.3586251,39.1152033,13.3820000,13.6430000,13.2830000,15.0860000,4.39,0.95,0.090,1.03,,5843.00,
"Kepler-663 b",0.02290,9.17000000000e+02,0.3083,0.000000,86.900,,4.99678284,0.00001448,-0.00001448,0.055900,,0.232,0.093470,2.0900000,2455004.741580,0.002230,-0.002230,297.8082232,47.9466342,14.0180000,14.4480000,13.9030000,15.8810000,4.55,0.86,0.030,0.82,,5264.00,
"Kepler-426 b",0.34000,1.30000000000e+03,0.7180,0.180000,85.740,,3.21751883,0.00000019,-0.00000019,0.041400,,1.090,1.431940,2.1910000,2454966.631964,0.000047,-0.000047,289.4346668,49.4734550,13.2300000,13.6240000,13.2120000,15.0320000,4.47,0.91,-0.210,0.92,-78.83,5725.00,3.0000
"OGLE-2006-BLG-109L b",0.72700,8.20000000000e+01,,,,,1788.50000000,584.00000000,-547.50000000,2.300000,,1.250,,,,,,268.1437920,-30.0877778,17.1700000,,,,,0.51,,,,,
"OGLE-2012-BLG-0838L b",0.16700,,,,,,,,,4.430000,,0.748,,,,,,273.0030830,-25.7116111,,,,,,0.40,,,,,
"KMT-2016-BLG-1820L b",4.57000,,,,,,,,,1.080000,,1.150,,,,,,268.7647400,-29.5169201,,,,,,0.04,,,,,
"HD 219828 c",14.60000,,,0.810200,,145.6800,4682.00000000,99.00000000,-99.00000000,5.790000,,1.090,,,,,,349.6947029,18.6457524,6.6140000,6.8710000,6.5300000,8.0400000,4.08,1.18,0.180,1.61,-24.03,5807.00,2.9000
"Kepler-598 c",0.02960,3.67000000000e+02,0.0202,0.000000,89.330,,86.49450000,,,0.357600,,0.270,0.104550,7.2840000,2455014.889670,0.004640,-0.004640,293.1234493,40.9348005,12.9770000,13.4100000,12.9310000,14.8290000,4.48,0.90,0.030,0.90,,5245.00,
"Kepler-1010 b",0.01890,4.77000000000e+02,0.6770,0.000000,89.070,,34.26857050,0.00011810,-0.00011810,0.193000,,0.207,0.069930,4.8184000,2454980.052220,0.002770,-0.002770,289.1926026,44.1493165,12.8780000,13.2930000,12.7710000,14.9640000,4.55,0.86,-0.010,0.82,,5253.00,
"AU Mic b",0.05349,5.93000000000e+02,0.1800,0.000000,89.500,,8.46300000,0.00000200,-0.00000200,0.064500,,0.363,,3.5000000,2458330.390510,0.000150,-0.000150,311.2911369,-31.3424500,4.8310000,5.4360000,4.5290000,8.8100000,4.39,0.50,,0.75,-6.31,3700.00,8.7000
"TOI-431 d",0.03115,6.33000000000e+02,0.1500,0.000000,89.700,0.0000,12.46103000,0.00002000,-0.00002000,0.098000,,0.294,0.209000,3.2390000,2458627.545300,0.000300,-0.000300,83.2692502,-26.7238698,6.8460000,7.3050000,6.7230000,9.1200000,4.60,0.78,0.200,0.73,,4850.00,2.5000
"GJ 887 c",0.02391,3.52000000000e+02,,,,,21.78900000,0.00400000,-0.00500000,0.120000,,0.238,,,,,,346.4668274,-35.8530693,3.6080000,4.3380000,3.4650000,7.5600000,4.78,0.49,-0.060,0.47,8.17,3688.00,2.5000
"Kepler-571 b",0.02350,9.78000000000e+02,0.3144,0.000000,86.640,,4.79859939,0.00000540,-0.00000540,0.054600,,0.236,0.081740,2.9979000,2455006.257757,0.000852,-0.000852,286.5510448,49.4187310,13.0460000,13.4100000,12.9860000,14.9510000,4.51,0.93,0.010,0.90,,5527.00,
"Kepler-859 b",0.03070,5.28000000000e+02,0.5200,0.000000,89.590,,20.38177573,0.00005321,-0.00005321,0.134500,,0.276,0.159710,3.7429000,2454975.314450,0.002150,-0.002150,286.7418337,43.1901197,13.9460000,14.4240000,13.8580000,15.9770000,4.59,0.81,-0.020,0.77,,5020.00,
"HD 137388 b",0.20000,,,0.360000,,86.0000,330.00000000,3.00000000,-3.00000000,0.890000,,0.832,,,,,,233.9150820,-80.2044169,6.8670000,7.2300000,6.7630000,8.7100000,4.39,0.68,0.190,0.88,26.01,5181.00,4.0000
"HATS-50 b",0.39000,,0.4210,0.516000,87.540,,3.82970150,0.00000460,-0.00000460,0.050460,,1.130,,3.0792000,2456870.347920,0.000680,-0.000680,300.4280761,-26.0775640,12.3730000,12.6430000,12.2890000,14.0450000,4.41,1.17,,1.12,-20.25,5990.00,3.7600
"HD 154345 b",0.82000,,,0.040000,,341.0000,3341.55884000,93.00000000,-93.00000000,4.210000,,1.240,,,2456384.000000,58.000000,-48.000000,255.6524619,47.0855544,5.0980000,5.4110000,5.0030000,6.7600000,4.43,0.71,-0.110,0.85,-47.30,5468.00,1.2000
"Kepler-1077 b",0.02550,5.76000000000e+02,0.8800,0.000000,88.390,,34.35118740,0.00015030,-0.00015030,0.210100,,0.247,0.059940,4.2220000,2454967.189780,0.003500,-0.003500,291.0336333,42.2678448,13.4810000,13.8300000,13.4960000,14.9230000,4.43,1.02,0.030,1.02,,5816.00,
"Kepler-1173 b",0.00201,1.65000000000e+03,0.6139,0.000000,80.420,,0.76985360,0.00000120,-0.00000120,0.015700,,0.079,0.010960,1.0276000,2454965.521420,0.001230,-0.001230,293.1311803,45.6634153,11.9770000,12.4160000,11.8840000,13.8960000,4.55,0.86,0.000,0.82,,5252.00,
"Kepler-1563 b",0.00109,1.13400000000e+03,0.4810,0.000000,81.580,,3.43276598,0.00002976,-0.00002976,0.044200,,0.067,0.006320,4.1560000,2454965.913550,0.007330,-0.007330,288.5735936,51.4727698,12.0790000,12.4100000,12.0130000,13.6960000,4.45,1.00,0.020,0.99,,5765.00,
"Kepler-118 b",0.01420,7.84000000000e+02,0.7200,0.000000,89.630,,7.51849600,0.00005600,-0.00005600,0.073000,,0.175,0.030020,2.8570000,2454965.536660,0.004590,-0.004590,299.2131881,41.4248195,12.7690000,13.2500000,12.7110000,14.8670000,4.32,0.81,0.180,1.09,,5274.00,
"Kepler-1567 b",0.02490,3.30000000000e+02,0.1590,0.000000,89.980,,153.97957800,0.00178500,-0.00178500,0.552000,,0.244,0.079250,8.9940000,2454998.489600,0.010900,-0.010900,286.6951530,40.2918894,13.9690000,14.3710000,13.9920000,15.9200000,4.49,0.95,-0.030,0.93,,5655.00,
"Kepler-151 c",0.01580,5.44000000000e+02,0.0600,0.000000,88.690,,24.67461200,0.00010600,-0.00010600,0.160000,,0.186,0.067080,3.0140000,2454979.770730,0.002600,-0.002600,292.1627933,41.0231947,12.9980000,13.3830000,12.8640000,14.9570000,4.55,0.87,0.124,0.83,,5460.00,
"PDS 70 b",3.00000,1.20400000000e+03,,0.190000,140.000,148.0000,43500.00000000,,,20.000000,,2.720,,,,,,212.0421402,-41.3980405,8.8230000,9.5530010,8.5420000,12.0320000,3.68,0.76,-0.110,1.26,3.13,3972.00,17.2700
"OGLE-2017-BLG-1049L b",5.53000,,,,,,,,,3.920000,,1.140,,,,,,269.5335420,-27.1442222,,,,,,0.55,,,,,
"NGTS-8 b",0.93000,1.34500000000e+03,,0.010000,86.900,,2.49970000,0.00001000,-0.00001000,0.035000,,1.090,,2.6100000,2457500.178300,0.000720,-0.000720,328.9759206,-14.0684399,11.7510000,12.1400000,11.6420000,13.6900000,4.41,0.89,0.240,0.98,,5241.00,3.5600
"TOI-700 d",0.00495,2.68800000000e+02,0.3000,0.111000,89.790,0.0000,37.42475000,0.00036000,-0.00040000,0.163300,,0.102,0.061300,3.3216000,2458742.147600,0.001600,-0.001200,97.0957165,-65.5786149,8.8930000,9.4690000,8.6340000,13.1510000,4.80,0.41,-0.070,0.42,-4.40,3461.00,
"TYC 3318-01333-1 b",3.42000,,,0.098000,,129.0000,562.00000000,4.10000000,-4.00000000,1.414000,,1.170,,,,,,45.5825716,49.7441421,7.0050000,7.5950000,6.8690000,9.9010000,2.97,1.19,-0.060,5.90,24.81,4776.00,1.5000
"HIP 38594 c",0.15228,,,0.160000,,196.0000,3477.76800000,229.00100000,-229.00100000,3.805000,,0.708,,,,,,118.5439118,-25.3023073,6.3720000,7.0210000,6.1690000,9.7500000,4.63,0.61,,0.63,62.88,4086.30,
"Kepler-125 b",0.01950,5.90000000000e+02,0.0300,0.000000,87.730,,4.16438900,0.00000300,-0.00000300,0.041000,,0.211,0.252910,1.7980000,2455004.086760,0.000370,-0.000370,298.2581101,47.6050031,11.8690000,12.4840000,11.6820000,15.4310000,4.74,0.54,-0.140,0.51,,3810.00,
"HD 110113 c",0.03304,9.90000000000e+02,,0.045000,,,6.74400000,0.00800000,-0.00900000,0.068000,,0.288,,,,,,190.0365636,-44.3120777,8.5940000,8.9030000,8.5020000,10.0900000,4.46,1.00,0.140,0.97,17.13,5732.00,1.7400
"Kepler-424 b",1.03000,1.11600000000e+03,0.9340,0.000000,84.680,,3.31186440,0.00000039,-0.00000039,0.044000,,0.890,0.597650,1.3944000,2454964.742700,0.000230,-0.000170,298.6249797,48.5774500,12.6000000,12.9050000,12.4700000,14.4290000,4.50,1.01,0.440,0.94,,5460.00,0.5000
"Kepler-1095 b",0.00606,1.10800000000e+03,0.0023,0.000000,89.920,,4.27103091,0.00001480,-0.00001480,0.051400,,0.108,0.018040,2.2736000,2454966.140400,0.002580,-0.002580,293.2624215,41.3650155,12.9490000,13.3320000,12.8990000,14.5970000,4.48,0.94,-0.090,0.92,,5658.00,
"K2-170 b",0.00817,,0.3600,,87.989,,7.57654400,0.00184100,-0.00169000,,,0.127,0.019700,3.4320000,2456986.185530,0.006895,-0.007354,335.4506923,-14.5933554,11.1440000,11.4450000,11.0750000,12.6680000,4.34,0.96,-0.110,0.98,-5.31,5748.00,
"HD 76700 b",0.21000,,,0.090000,,30.0000,3.97097000,0.00023000,-0.00023000,0.050000,,0.856,,,,,,133.4782248,-66.8004747,6.6130000,6.9110000,6.5000000,8.1600000,4.16,0.99,0.310,1.37,38.01,5644.00,1.3500
"Kepler-1219 b",0.01620,1.15900000000e+03,0.8540,0.000000,89.400,,16.10467749,0.00008828,-0.00008828,0.141800,,0.189,0.012300,5.6070000,2454968.015700,0.004780,-0.004780,297.2158443,47.3785082,10.8460000,11.1360000,10.8090000,12.3390000,3.97,1.25,0.050,1.94,,5944.00,
"KMT-2016-BLG-0212L b",18.00000,,,,,,,,,2.200000,,1.080,,,,,,268.4392500,-29.0868889,,,,,,0.48,,,,,
"Kepler-1264 b",0.00553,1.67700000000e+03,0.3216,0.000000,65.170,,0.96852602,0.00000233,-0.00000233,0.019100,,0.105,0.012810,1.2904000,2454964.511410,0.001960,-0.001960,289.8844102,45.2115075,12.9590000,13.3050000,12.9010000,14.6290000,4.45,0.99,-0.020,0.98,,5791.00,
"Kepler-115 b",0.00416,1.48900000000e+03,0.4300,0.000000,80.550,,2.40367900,0.00001200,-0.00001200,0.036000,,0.097,0.007490,1.3060000,2454967.728470,0.003050,-0.003050,297.7119299,45.2619850,12.0280000,12.3150000,11.9700000,13.5450000,4.31,1.07,-0.050,1.21,,5979.00,
"Kepler-1340 b",0.00951,2.17400000000e+03,0.0038,0.000000,80.480,,0.66502692,0.00000160,-0.00000160,0.015300,,0.138,0.010470,1.7384000,2454964.657680,0.002060,-0.002060,296.2328099,42.4727965,13.2790000,13.5630000,13.2400000,15.0030000,4.24,1.27,0.070,1.42,,6331.00,
"Kepler-1495 b",0.02820,4.43000000000e+02,0.3751,0.000000,86.950,,85.27325600,0.00195400,-0.00195400,0.367700,,0.262,0.076780,9.4620000,2455015.368200,0.020400,-0.020400,286.1306907,38.7795494,13.8330000,14.1760000,13.8450000,15.4940000,4.42,1.03,0.060,1.04,,5831.00,
"Kepler-1403 b",0.01640,1.23800000000e+03,0.1578,0.000000,89.580,,5.19492202,0.00002801,-0.00002801,0.064000,,0.191,0.027290,3.1480000,2454964.622800,0.004400,-0.004400,290.8676391,38.9600779,14.2450000,14.5590000,14.2010000,15.7130000,4.36,1.11,0.030,1.15,,6060.00,
"Kepler-1449 b",0.01090,8.67000000000e+02,0.0517,0.000000,85.350,,13.22745280,0.00014470,-0.00014470,0.117600,,0.150,0.022980,6.1040000,2454970.721970,0.008860,-0.008860,288.2317293,50.5678345,13.6860000,13.9940000,13.6400000,15.1420000,4.39,1.08,0.040,1.10,,5979.00,
"Kepler-1439 b",0.00859,4.20000000000e+02,0.9280,0.000000,85.440,,8.07392849,0.00004784,-0.00004784,0.059400,,0.130,0.105600,2.2170000,2455373.041580,0.004210,-0.004210,285.7396971,40.9798688,12.9530000,13.5770000,12.7440000,17.0484000,4.83,0.46,-0.030,0.43,,3578.00,
"Kepler-1602 b",0.00742,1.15900000000e+03,0.3810,0.000000,89.150,,11.17931605,0.00007504,-0.00007504,0.107400,,0.120,0.008790,3.0430000,2454964.640500,0.005960,-0.005960,293.5808607,40.4275396,12.1000000,12.3860000,12.0600000,13.3620000,4.25,1.22,0.020,1.36,,6296.00,
"GJ 163 d",0.09250,,,0.373000,,118.3000,603.95116000,7.55862000,-7.55862000,1.030400,,0.528,,,,,,62.3228353,-53.3711768,7.4280000,7.9480000,7.1350000,11.7900000,4.82,0.40,0.100,0.41,58.60,3500.00,
"omi UMa b",4.10000,,,0.130000,,58.0000,1630.00000000,35.00000000,-35.00000000,3.900000,,1.160,,,,,,127.5649503,60.7177048,1.4050000,1.8670000,1.3390000,3.3521400,,3.09,,14.10,,5242.00,3.8300
"Gl 378 b",0.04097,8.30000000000e+02,,0.109000,,210.6000,3.82200000,0.00100000,-0.00100000,0.039435,,0.327,,,,,,150.5865513,48.0824515,6.3550000,6.9490000,6.1600000,10.0300000,4.69,0.56,0.060,0.56,-9.70,3879.00,
"XO-2 S b",0.26000,,,0.180000,,311.9000,18.15700000,0.03400000,-0.03400000,0.130000,,0.971,,,,,,117.0309753,50.2169068,9.3710000,9.7420000,9.2720000,11.1960000,4.43,0.98,0.390,1.00,46.54,5399.00,1.7000
"BD+48 740 b",1.70000,,,0.760000,,100.0000,733.00000000,5.00000000,-8.00000000,1.700000,,1.200,,,,,,40.7425426,48.9300579,5.7910000,6.3850000,5.6450000,8.6900000,2.48,1.09,-0.130,10.33,-45.93,4534.00,0.7000
"Kepler-1109 b",0.01710,7.87000000000e+02,0.3661,0.000000,89.990,,37.64673840,0.00021200,-0.00021200,0.246600,,0.195,0.042740,6.1170000,2454994.463800,0.004500,-0.004500,291.6462654,39.3966122,12.7180000,13.0550000,12.7070000,14.4050000,4.41,1.05,0.040,1.06,,5893.00,
"Kepler-896 b",0.02180,3.03000000000e+02,0.7520,0.000000,88.570,,144.54739600,0.00227400,-0.00227400,0.516400,,0.226,0.103520,14.9620000,2455098.952810,0.009230,-0.009230,282.4391402,43.7344291,13.6820000,14.1640000,13.6590000,15.4570000,4.56,0.84,-0.100,0.81,,5262.00,
"Kepler-85 c",0.06600,7.06000000000e+02,0.9250,0.000000,88.140,,12.51300000,,,0.100700,,0.194,0.044100,4.5720000,2454972.416280,0.003720,-0.003720,290.9734395,45.2902761,13.1920000,13.5520000,13.0830000,14.8900000,4.22,0.92,0.000,1.24,,5499.00,
"Kepler-1196 b",0.01760,4.36000000000e+02,0.0978,0.000000,89.030,,66.18490310,0.00046610,-0.00046610,0.317900,,0.199,0.056050,4.7880000,2454974.615160,0.006610,-0.006610,292.3695850,43.9108663,13.2890000,13.6470000,13.2620000,15.0090000,4.46,0.98,0.000,0.97,,5756.00,
"Kepler-203 d",0.10700,8.55000000000e+02,0.3400,0.000000,89.910,,11.32972000,0.00008000,-0.00008000,0.100000,,0.128,0.017430,3.9920000,2454966.968820,0.004450,-0.004450,297.0899590,41.3880686,12.4700000,12.8590000,12.4450000,14.1400000,4.36,1.00,0.048,1.11,,5821.00,
"Kepler-1146 b",0.00642,1.01900000000e+03,0.0950,0.000000,89.480,,2.35226580,0.00000825,-0.00000825,0.032500,,0.110,0.031860,1.7070000,2454964.804050,0.002730,-0.002730,286.7167120,47.4256580,13.6380000,14.2290000,13.5180000,15.9530000,4.62,0.74,-0.060,0.70,,4692.00,
"Kepler-365 c",0.01050,7.29000000000e+02,0.2200,0.000000,89.810,,17.78412900,0.00021500,-0.00021500,0.137000,,0.146,0.024710,3.8620000,2454979.905240,0.007700,-0.007700,295.6265640,49.1304110,13.1550000,13.4840000,13.1450000,14.7710000,4.43,1.02,-0.218,1.05,,6012.00,
"Kepler-374 b",0.00340,1.76100000000e+03,0.0500,0.000000,87.550,,1.89780600,0.00001100,-0.00001100,0.029000,,0.092,0.013240,2.6410000,2454965.678540,0.004070,-0.004070,294.1378921,42.3704075,13.1810000,13.5030000,13.1360000,14.7010000,4.48,1.04,0.111,0.91,,5977.00,
"Kepler-403 b",0.00660,1.19400000000e+03,0.1100,0.000000,89.910,,7.03146200,0.00005100,-0.00005100,0.076000,,0.112,0.008540,5.8480000,2454967.451610,0.004530,-0.004530,289.9214256,46.7445267,11.5750000,11.8300000,11.5370000,12.8180000,4.27,1.25,0.079,1.33,-31.09,6090.00,
"Kepler-39 b",20.10000,8.97000000000e+02,0.3600,0.112000,89.070,99.0000,21.08721000,0.00003700,-0.00003700,0.164000,,1.240,0.889470,5.9600000,2455942.607080,0.000240,-0.000240,296.9603348,46.0342954,12.9990000,13.2360000,12.9180000,14.3550000,4.40,1.29,0.100,1.40,-0.06,6350.00,16.0000
"Kepler-28 b",1.51000,5.85000000000e+02,0.1700,0.000000,89.510,,5.91230000,,,0.062000,,0.321,0.106290,2.7700000,2454975.622700,,,292.1370409,42.4294835,12.7670000,13.3340000,12.7190000,15.1300000,4.29,0.75,0.340,0.70,,4590.00,
"Kepler-296 d",0.01580,4.03000000000e+02,0.2600,0.330000,89.770,,19.85029100,0.00006100,-0.00005700,0.118000,,0.186,0.160750,2.8407000,2454966.649600,0.002200,-0.002200,286.5400278,49.4372614,12.8070000,13.3910000,12.6000000,16.3630000,4.77,0.50,-0.080,0.48,,3740.00,
